seed,method,site,target_date,issue_date,observed_dry,p_dry
42,platt_rho98,55000900030173,2020-09-30,2020-09-27,0,0.00576008807741013
42,platt_rho98,55000900030173,2020-10-01,2020-09-28,0,0.005345822141824552
42,platt_rho98,55000900030173,2020-10-02,2020-09-29,0,0.005446952475991029
42,platt_rho98,55000900030173,2020-10-03,2020-09-30,0,0.005226404156159381
42,platt_rho98,55000900030173,2020-10-04,2020-10-01,0,0.0050120767059192994
42,platt_rho98,55000900030173,2020-10-05,2020-10-02,0,0.004928890929274621
42,platt_rho98,55000900030173,2020-10-06,2020-10-03,0,0.004822163809912183
42,platt_rho98,55000900030173,2020-10-07,2020-10-04,0,0.004662084307668457
42,platt_rho98,55000900030173,2020-10-08,2020-10-05,0,0.005282937764596207
42,platt_rho98,55000900030173,2020-10-09,2020-10-06,0,0.005622306234886687
42,platt_rho98,55000900030173,2020-10-10,2020-10-07,0,0.004954921021306236
42,platt_rho98,55000900030173,2020-10-11,2020-10-08,0,0.00484222706502313
42,platt_rho98,55000900030173,2020-10-12,2020-10-09,0,0.004993401111480167
42,platt_rho98,55000900030173,2020-10-13,2020-10-10,0,0.008865037724284153
42,platt_rho98,55000900030173,2020-10-14,2020-10-11,0,0.009043467478870748
42,platt_rho98,55000900030173,2020-10-15,2020-10-12,0,0.0060254483725663555
42,platt_rho98,55000900030173,2020-10-16,2020-10-13,0,0.008149380099440884
42,platt_rho98,55000900030173,2020-10-17,2020-10-14,0,0.006050544097752852
42,platt_rho98,55000900030173,2020-10-18,2020-10-15,0,0.008009763222793898
42,platt_rho98,55000900030173,2020-10-19,2020-10-16,0,0.0062386625389242445
42,platt_rho98,55000900030173,2020-10-20,2020-10-17,0,0.00579018463071701
42,platt_rho98,55000900030173,2020-10-21,2020-10-18,0,0.0056106745158722715
42,platt_rho98,55000900030173,2020-10-22,2020-10-19,0,0.005668920555796597
42,platt_rho98,55000900030173,2020-10-23,2020-10-20,0,0.005715002444441342
42,platt_rho98,55000900096564,2020-09-11,2020-09-08,0,0.012729392026479602
42,platt_rho98,55000900096564,2020-09-12,2020-09-09,0,0.021719014066641007
42,platt_rho98,55000900096564,2020-09-13,2020-09-10,0,0.016761740806467973
42,platt_rho98,55000900096564,2020-09-14,2020-09-11,0,0.00886477059514712
42,platt_rho98,55000900096564,2020-09-15,2020-09-12,0,0.007993902189595281
42,platt_rho98,55000900096564,2020-09-16,2020-09-13,0,0.007844818651944752
42,platt_rho98,55000900096564,2020-09-17,2020-09-14,0,0.007065808542570995
42,platt_rho98,55000900096564,2020-09-20,2020-09-17,0,0.0056832652458301824
42,platt_rho98,55000900096564,2020-09-21,2020-09-18,0,0.02020680289806631
42,platt_rho98,55000900096564,2020-09-22,2020-09-19,0,0.028044622581220424
42,platt_rho98,55000900096564,2020-09-27,2020-09-24,0,0.038938712729986724
42,platt_rho98,55000900096564,2020-09-28,2020-09-25,0,0.03387660885109767
42,platt_rho98,55000900096564,2020-09-29,2020-09-26,0,0.04621577657602849
42,platt_rho98,55000900096564,2020-09-30,2020-09-27,0,0.010431934153887434
42,platt_rho98,55000900096564,2020-10-01,2020-09-28,0,0.011042697355579056
42,platt_rho98,55000900096564,2020-10-02,2020-09-29,0,0.01329110884589213
42,platt_rho98,55000900096564,2020-10-03,2020-09-30,0,0.009900507699426409
42,platt_rho98,55000900096564,2020-10-04,2020-10-01,0,0.009083330075743579
42,platt_rho98,55000900096564,2020-10-05,2020-10-02,0,0.007858428507659165
42,platt_rho98,55000900096564,2020-10-06,2020-10-03,0,0.0071838729337537766
42,platt_rho98,55000900096564,2020-10-07,2020-10-04,0,0.00671595671680103
42,platt_rho98,55000900096564,2020-10-08,2020-10-05,0,0.008778686622372245
42,platt_rho98,55000900096564,2020-10-09,2020-10-06,0,0.009900198291169615
42,platt_rho98,55000900096564,2020-10-11,2020-10-08,0,0.0065909658510849845
42,platt_rho98,55000900096564,2020-10-13,2020-10-10,1,0.02540075811502085
42,platt_rho98,55000900096564,2020-10-15,2020-10-12,0,0.024362233229050734
42,platt_rho98,55000900096564,2020-10-16,2020-10-13,0,0.025147329814816155
42,platt_rho98,55000900096564,2020-10-17,2020-10-14,0,0.04870744880567135
42,platt_rho98,55000900096564,2020-10-18,2020-10-15,0,0.015785478915011253
42,platt_rho98,55000900096564,2020-10-19,2020-10-16,0,0.009665996917259556
42,platt_rho98,55000900096564,2020-10-20,2020-10-17,0,0.007472380066984252
42,platt_rho98,55000900096564,2020-10-22,2020-10-19,0,0.006945376239742673
42,platt_rho98,55000900096564,2020-10-25,2020-10-22,0,0.01415689694168265
42,platt_rho98,55000900096564,2020-10-26,2020-10-23,0,0.09136509975691642
42,platt_rho98,55000900096564,2020-10-27,2020-10-24,0,0.08483901276862205
42,platt_rho98,55000900096564,2020-10-28,2020-10-25,0,0.02595978102815899
42,platt_rho98,55000900097164,2020-09-11,2020-09-08,1,0.9808341660911912
42,platt_rho98,55000900097164,2020-09-12,2020-09-09,1,0.9810102956631767
42,platt_rho98,55000900097164,2020-09-13,2020-09-10,1,0.9810523557874917
42,platt_rho98,55000900097164,2020-09-14,2020-09-11,1,0.9809856283049547
42,platt_rho98,55000900097164,2020-09-15,2020-09-12,1,0.9809835871824548
42,platt_rho98,55000900097164,2020-09-16,2020-09-13,1,0.9810143804748076
42,platt_rho98,55000900097164,2020-09-17,2020-09-14,1,0.9810101744327212
42,platt_rho98,55000900097164,2020-09-18,2020-09-15,1,0.9810047526479504
42,platt_rho98,55000900097164,2020-09-19,2020-09-16,1,0.9810054820632331
42,platt_rho98,55000900097164,2020-09-20,2020-09-17,1,0.9809260096014255
42,platt_rho98,55000900097164,2020-09-21,2020-09-18,1,0.9808856266521242
42,platt_rho98,55000900097164,2020-09-22,2020-09-19,1,0.9807684750687194
42,platt_rho98,55000900097164,2020-09-23,2020-09-20,1,0.9809673171719314
42,platt_rho98,55000900097164,2020-09-24,2020-09-21,1,0.9809227706060825
42,platt_rho98,55000900097164,2020-09-25,2020-09-22,1,0.9808855532750695
42,platt_rho98,55000900097164,2020-09-26,2020-09-23,1,0.9809190797367201
42,platt_rho98,55000900097164,2020-09-27,2020-09-24,1,0.9808483333435621
42,platt_rho98,55000900097164,2020-09-28,2020-09-25,1,0.9802468897979816
42,platt_rho98,55000900097164,2020-09-29,2020-09-26,1,0.9800333670847592
42,platt_rho98,55000900097164,2020-09-30,2020-09-27,1,0.9808168458321262
42,platt_rho98,55000900097164,2020-10-01,2020-09-28,1,0.9809614005589934
42,platt_rho98,55000900097164,2020-10-02,2020-09-29,1,0.9810718473153412
42,platt_rho98,55000900097164,2020-10-03,2020-09-30,1,0.981087912810161
42,platt_rho98,55000900097164,2020-10-04,2020-10-01,1,0.9810947164508365
42,platt_rho98,55000900097164,2020-10-05,2020-10-02,1,0.9810876610441791
42,platt_rho98,55000900097164,2020-10-06,2020-10-03,1,0.9810881558418797
42,platt_rho98,55000900097164,2020-10-07,2020-10-04,1,0.9810769576633895
42,platt_rho98,55000900097164,2020-10-08,2020-10-05,1,0.9810987046658476
42,platt_rho98,55000900097164,2020-10-09,2020-10-06,1,0.9811149194819649
42,platt_rho98,55000900097164,2020-10-11,2020-10-08,0,0.9810594437037942
42,platt_rho98,55000900097164,2020-10-12,2020-10-09,0,0.9810527133929267
42,platt_rho98,55000900097164,2020-10-13,2020-10-10,0,0.9799380169533073
42,platt_rho98,55000900097164,2020-10-14,2020-10-11,0,0.97742404348668
42,platt_rho98,55000900097164,2020-10-15,2020-10-12,0,0.974543688129322
42,platt_rho98,55000900097164,2020-10-16,2020-10-13,0,0.9654818070155401
42,platt_rho98,55000900097164,2020-10-17,2020-10-14,0,0.9578659878837316
42,platt_rho98,55000900097164,2020-10-18,2020-10-15,0,0.9671793306673055
42,platt_rho98,55000900097164,2020-10-19,2020-10-16,0,0.9555710202724492
42,platt_rho98,55000900097164,2020-10-20,2020-10-17,0,0.868218092476092
42,platt_rho98,55000900097164,2020-10-21,2020-10-18,0,0.7203597069302178
42,platt_rho98,55000900097164,2020-10-22,2020-10-19,0,0.5345533868661863
42,platt_rho98,55000900097169,2020-09-11,2020-09-08,1,0.9811109114301289
42,platt_rho98,55000900097169,2020-09-12,2020-09-09,1,0.9811698119563456
42,platt_rho98,55000900097169,2020-09-13,2020-09-10,1,0.9811803426772348
42,platt_rho98,55000900097169,2020-09-14,2020-09-11,1,0.9811505482628186
42,platt_rho98,55000900097169,2020-09-15,2020-09-12,1,0.981146989300546
42,platt_rho98,55000900097169,2020-09-16,2020-09-13,1,0.9811589594641745
42,platt_rho98,55000900097169,2020-09-17,2020-09-14,1,0.9811576666110927
42,platt_rho98,55000900097169,2020-09-18,2020-09-15,1,0.9811422985763987
42,platt_rho98,55000900097169,2020-09-19,2020-09-16,1,0.9811378731956999
42,platt_rho98,55000900097169,2020-09-20,2020-09-17,1,0.9810774857916168
42,platt_rho98,55000900097169,2020-09-21,2020-09-18,1,0.9810410272368084
42,platt_rho98,55000900097169,2020-09-22,2020-09-19,1,0.9809639935129637
42,platt_rho98,55000900097169,2020-09-23,2020-09-20,1,0.9810429446911595
42,platt_rho98,55000900097169,2020-09-24,2020-09-21,1,0.9809910476606951
42,platt_rho98,55000900097169,2020-09-25,2020-09-22,1,0.9809662778303395
42,platt_rho98,55000900097169,2020-09-26,2020-09-23,1,0.9810582680528199
42,platt_rho98,55000900097169,2020-09-27,2020-09-24,1,0.9809755516590496
42,platt_rho98,55000900097169,2020-09-28,2020-09-25,1,0.9807829203079208
42,platt_rho98,55000900097169,2020-09-29,2020-09-26,1,0.980570875523675
42,platt_rho98,55000900097169,2020-09-30,2020-09-27,1,0.9809643944468545
42,platt_rho98,55000900097169,2020-10-01,2020-09-28,1,0.9810996427456233
42,platt_rho98,55000900097169,2020-10-02,2020-09-29,1,0.9811447766593122
42,platt_rho98,55000900097169,2020-10-03,2020-09-30,1,0.9811438843412081
42,platt_rho98,55000900097169,2020-10-04,2020-10-01,1,0.981151520135867
42,platt_rho98,55000900097169,2020-10-05,2020-10-02,1,0.9811488454093251
42,platt_rho98,55000900097169,2020-10-06,2020-10-03,1,0.9811489197112665
42,platt_rho98,55000900097169,2020-10-07,2020-10-04,1,0.9811426854547405
42,platt_rho98,55000900097169,2020-10-08,2020-10-05,1,0.9811721212203083
42,platt_rho98,55000900097169,2020-10-09,2020-10-06,1,0.9811855111906921
42,platt_rho98,55000900097169,2020-10-10,2020-10-07,0,0.9811598552635991
42,platt_rho98,55000900097169,2020-10-11,2020-10-08,0,0.9811440152010003
42,platt_rho98,55000900097169,2020-10-12,2020-10-09,0,0.9811446232763336
42,platt_rho98,55000900097169,2020-10-13,2020-10-10,0,0.9802533460546461
42,platt_rho98,55000900097169,2020-10-14,2020-10-11,0,0.9798487824829407
42,platt_rho98,55000900097169,2020-10-15,2020-10-12,0,0.9784216129709266
42,platt_rho98,55000900097169,2020-10-16,2020-10-13,1,0.9751619797837645
42,platt_rho98,55000900097169,2020-10-17,2020-10-14,1,0.9719761701692208
42,platt_rho98,55000900097169,2020-10-18,2020-10-15,1,0.9756592426682922
42,platt_rho98,55000900097169,2020-10-19,2020-10-16,1,0.9790903821094947
42,platt_rho98,55000900097169,2020-10-20,2020-10-17,1,0.976885101726482
42,platt_rho98,55000900097169,2020-10-21,2020-10-18,1,0.976035104503759
42,platt_rho98,55000900097169,2020-10-22,2020-10-19,0,0.976170534753506
42,platt_rho98,55000900097170,2020-09-11,2020-09-08,1,0.9017887737139088
42,platt_rho98,55000900097170,2020-09-12,2020-09-09,1,0.9670747171542169
42,platt_rho98,55000900097170,2020-09-13,2020-09-10,1,0.9738122813165474
42,platt_rho98,55000900097170,2020-09-14,2020-09-11,1,0.9676803770109208
42,platt_rho98,55000900097170,2020-09-15,2020-09-12,1,0.9715723386895287
42,platt_rho98,55000900097170,2020-09-16,2020-09-13,1,0.9762297636461758
42,platt_rho98,55000900097170,2020-09-17,2020-09-14,1,0.9773714687716971
42,platt_rho98,55000900097170,2020-09-18,2020-09-15,1,0.9785110451554959
42,platt_rho98,55000900097170,2020-09-19,2020-09-16,1,0.979334908049293
42,platt_rho98,55000900097170,2020-09-20,2020-09-17,1,0.9789549708798727
42,platt_rho98,55000900097170,2020-09-21,2020-09-18,1,0.9785746092465684
42,platt_rho98,55000900097170,2020-09-22,2020-09-19,1,0.9779526813730337
42,platt_rho98,55000900097170,2020-09-23,2020-09-20,1,0.980122189693519
42,platt_rho98,55000900097170,2020-09-24,2020-09-21,1,0.9800456092894975
42,platt_rho98,55000900097170,2020-09-26,2020-09-23,1,0.9801951728994976
42,platt_rho98,55000900097170,2020-09-27,2020-09-24,1,0.9801336099425395
42,platt_rho98,55000900097170,2020-09-28,2020-09-25,1,0.9732761261857711
42,platt_rho98,55000900097170,2020-09-29,2020-09-26,1,0.97736516230431
42,platt_rho98,55000900097170,2020-09-30,2020-09-27,1,0.9802262998575096
42,platt_rho98,55000900097170,2020-10-01,2020-09-28,1,0.9806635789081152
42,platt_rho98,55000900097170,2020-10-02,2020-09-29,1,0.9809358496299283
42,platt_rho98,55000900097170,2020-10-03,2020-09-30,1,0.9809870038147197
42,platt_rho98,55000900097170,2020-10-04,2020-10-01,1,0.9810024249316485
42,platt_rho98,55000900097170,2020-10-05,2020-10-02,1,0.9809884619861777
42,platt_rho98,55000900097170,2020-10-06,2020-10-03,1,0.9809849901995636
42,platt_rho98,55000900097170,2020-10-07,2020-10-04,1,0.9809648869649505
42,platt_rho98,55000900097170,2020-10-08,2020-10-05,1,0.9810155729526165
42,platt_rho98,55000900097170,2020-10-09,2020-10-06,1,0.9810472212987865
42,platt_rho98,55000900097170,2020-10-10,2020-10-07,1,0.9809771722416436
42,platt_rho98,55000900097170,2020-10-11,2020-10-08,1,0.9809454471833225
42,platt_rho98,55000900097170,2020-10-12,2020-10-09,1,0.9809354135397911
42,platt_rho98,55000900097170,2020-10-13,2020-10-10,0,0.9792997449012286
42,platt_rho98,55000900097170,2020-10-14,2020-10-11,1,0.9790716009719191
42,platt_rho98,55000900097170,2020-10-15,2020-10-12,1,0.9792398828708635
42,platt_rho98,55000900097170,2020-10-16,2020-10-13,1,0.939117373470519
42,platt_rho98,55000900097170,2020-10-17,2020-10-14,1,0.9768600512486987
42,platt_rho98,55000900097170,2020-10-18,2020-10-15,1,0.979741021340364
42,platt_rho98,55000900097170,2020-10-19,2020-10-16,1,0.9801880673170393
42,platt_rho98,55000900097170,2020-10-20,2020-10-17,1,0.9792681188224287
42,platt_rho98,55000900097170,2020-10-21,2020-10-18,1,0.9779622295293839
42,platt_rho98,55000900097170,2020-10-22,2020-10-19,1,0.9789520583905142
42,platt_rho98,55000900097170,2020-10-23,2020-10-20,1,0.9790167636826511
42,platt_rho98,55000900097170,2020-10-24,2020-10-21,1,0.9773412298396563
42,platt_rho98,55000900097170,2020-10-25,2020-10-22,0,0.9794325597251706
42,platt_rho98,55000900097170,2020-10-26,2020-10-23,1,0.9797782885996221
42,platt_rho98,55000900097170,2020-10-27,2020-10-24,1,0.9753044386803836
42,platt_rho98,55000900097170,2020-10-28,2020-10-25,1,0.9579093733528046
42,platt_rho98,55000900097170,2020-10-29,2020-10-26,1,0.979858041691508
42,platt_rho98,55000900099610,2020-09-11,2020-09-08,0,0.011939303298478476
42,platt_rho98,55000900099610,2020-09-12,2020-09-09,0,0.012418918029172055
42,platt_rho98,55000900099610,2020-09-13,2020-09-10,0,0.004599622894636335
42,platt_rho98,55000900099610,2020-09-14,2020-09-11,0,0.004254496844308453
42,platt_rho98,55000900099610,2020-09-15,2020-09-12,0,0.004107138091260065
42,platt_rho98,55000900099610,2020-09-16,2020-09-13,0,0.004049524779036084
42,platt_rho98,55000900099610,2020-09-17,2020-09-14,0,0.003977811989824165
42,platt_rho98,55000900099610,2020-09-18,2020-09-15,0,0.003941729532342175
42,platt_rho98,55000900099610,2020-09-19,2020-09-16,0,0.004013966765041288
42,platt_rho98,55000900099610,2020-09-20,2020-09-17,0,0.004002667997946241
42,platt_rho98,55000900099610,2020-09-21,2020-09-18,0,0.004150160745166276
42,platt_rho98,55000900099610,2020-09-22,2020-09-19,0,0.004236795103384039
42,platt_rho98,55000900099610,2020-09-24,2020-09-21,0,0.0040117249775192265
42,platt_rho98,55000900099610,2020-09-25,2020-09-22,0,0.004033568896567585
42,platt_rho98,55000900099610,2020-09-26,2020-09-23,0,0.009065212107026488
42,platt_rho98,55000900099610,2020-09-27,2020-09-24,0,0.004570455733607037
42,platt_rho98,55000900099610,2020-09-28,2020-09-25,0,0.005666836064631919
42,platt_rho98,55000900099610,2020-09-29,2020-09-26,0,0.004728273273212014
42,platt_rho98,55000900099610,2020-09-30,2020-09-27,0,0.004454881494769802
42,platt_rho98,55000900099610,2020-10-01,2020-09-28,0,0.004115586297879781
42,platt_rho98,55000900099610,2020-10-02,2020-09-29,0,0.004045301710323135
42,platt_rho98,55000900099610,2020-10-03,2020-09-30,0,0.003973625087117516
42,platt_rho98,55000900099610,2020-10-04,2020-10-01,0,0.0039371650311266215
42,platt_rho98,55000900099610,2020-10-05,2020-10-02,0,0.003936442503991167
42,platt_rho98,55000900099610,2020-10-06,2020-10-03,0,0.003940406447498268
42,platt_rho98,55000900099610,2020-10-07,2020-10-04,0,0.003948140265688682
42,platt_rho98,55000900099610,2020-10-08,2020-10-05,0,0.004055593845428529
42,platt_rho98,55000900099610,2020-10-09,2020-10-06,0,0.004088817010888035
42,platt_rho98,55000900099610,2020-10-10,2020-10-07,0,0.0040410962774138914
42,platt_rho98,55000900099610,2020-10-11,2020-10-08,0,0.004072920594201834
42,platt_rho98,55000900099610,2020-10-12,2020-10-09,0,0.004125384192060322
42,platt_rho98,55000900099610,2020-10-13,2020-10-10,0,0.005935210825372961
42,platt_rho98,55000900099610,2020-10-14,2020-10-11,0,0.006002322312580577
42,platt_rho98,55000900099610,2020-10-15,2020-10-12,0,0.00473627661974807
42,platt_rho98,55000900099610,2020-10-16,2020-10-13,0,0.005532630704384922
42,platt_rho98,55000900099610,2020-10-17,2020-10-14,0,0.004636144241525253
42,platt_rho98,55000900099610,2020-10-18,2020-10-15,0,0.004848894324781194
42,platt_rho98,55000900099610,2020-10-19,2020-10-16,0,0.004284026833071053
42,platt_rho98,55000900099610,2020-10-20,2020-10-17,0,0.0042767951334891086
42,platt_rho98,55000900100137,2020-09-11,2020-09-08,1,0.9801139528732661
42,platt_rho98,55000900100137,2020-09-12,2020-09-09,1,0.9805224968834461
42,platt_rho98,55000900100137,2020-09-13,2020-09-10,1,0.9806320627907353
42,platt_rho98,55000900100137,2020-09-14,2020-09-11,1,0.9804059535012131
42,platt_rho98,55000900100137,2020-09-15,2020-09-12,1,0.98043257752583
42,platt_rho98,55000900100137,2020-09-16,2020-09-13,1,0.9805663042917556
42,platt_rho98,55000900100137,2020-09-17,2020-09-14,1,0.9805528568469003
42,platt_rho98,55000900100137,2020-09-18,2020-09-15,1,0.9806530651397155
42,platt_rho98,55000900100137,2020-09-19,2020-09-16,1,0.9806791543730721
42,platt_rho98,55000900100137,2020-09-20,2020-09-17,1,0.9805473480272249
42,platt_rho98,55000900100137,2020-09-21,2020-09-18,1,0.9800938015104377
42,platt_rho98,55000900100137,2020-09-22,2020-09-19,1,0.979756332030254
42,platt_rho98,55000900100137,2020-09-23,2020-09-20,1,0.9804684345147588
42,platt_rho98,55000900100137,2020-09-24,2020-09-21,1,0.9803943115600947
42,platt_rho98,55000900100137,2020-09-25,2020-09-22,1,0.9803052330705774
42,platt_rho98,55000900100137,2020-09-26,2020-09-23,1,0.9798333041822935
42,platt_rho98,55000900100137,2020-09-27,2020-09-24,1,0.979813558018778
42,platt_rho98,55000900100137,2020-09-28,2020-09-25,1,0.9763824600552304
42,platt_rho98,55000900100137,2020-09-29,2020-09-26,1,0.9773926558678531
42,platt_rho98,55000900100137,2020-09-30,2020-09-27,1,0.9799043746007443
42,platt_rho98,55000900100137,2020-10-01,2020-09-28,1,0.9804824749444774
42,platt_rho98,55000900100137,2020-10-02,2020-09-29,1,0.9807944814826897
42,platt_rho98,55000900100137,2020-10-03,2020-09-30,1,0.9808969703045007
42,platt_rho98,55000900100137,2020-10-04,2020-10-01,1,0.9809033713372379
42,platt_rho98,55000900100137,2020-10-05,2020-10-02,1,0.9808761910424034
42,platt_rho98,55000900100137,2020-10-06,2020-10-03,1,0.9808739186844752
42,platt_rho98,55000900100137,2020-10-07,2020-10-04,1,0.9808276759483127
42,platt_rho98,55000900100137,2020-10-08,2020-10-05,1,0.9808595741599916
42,platt_rho98,55000900100137,2020-10-09,2020-10-06,1,0.9809442582593049
42,platt_rho98,55000900100137,2020-10-10,2020-10-07,1,0.9808261520238755
42,platt_rho98,55000900100137,2020-10-11,2020-10-08,0,0.9807881997250442
42,platt_rho98,55000900100137,2020-10-12,2020-10-09,0,0.9807677363652081
42,platt_rho98,55000900100137,2020-10-13,2020-10-10,0,0.977976753354901
42,platt_rho98,55000900100137,2020-10-14,2020-10-11,0,0.9693558601189254
42,platt_rho98,55000900100137,2020-10-16,2020-10-13,1,0.9247509249835739
42,platt_rho98,55000900100137,2020-10-17,2020-10-14,1,0.882808490501387
42,platt_rho98,55000900100137,2020-10-18,2020-10-15,1,0.9734206644889338
42,platt_rho98,55000900100137,2020-10-19,2020-10-16,1,0.9784662514521262
42,platt_rho98,55000900100137,2020-10-20,2020-10-17,1,0.9769734799085622
42,platt_rho98,55000900100137,2020-10-21,2020-10-18,1,0.9754826441954332
42,platt_rho98,55000900131558,2020-09-11,2020-09-08,0,0.007325347829449602
42,platt_rho98,55000900131558,2020-09-12,2020-09-09,0,0.007343651133800866
42,platt_rho98,55000900131558,2020-09-13,2020-09-10,0,0.00651260568361689
42,platt_rho98,55000900131558,2020-09-14,2020-09-11,0,0.005333930183221036
42,platt_rho98,55000900131558,2020-09-15,2020-09-12,0,0.005207559078851398
42,platt_rho98,55000900131558,2020-09-16,2020-09-13,0,0.005259300103347853
42,platt_rho98,55000900131558,2020-09-17,2020-09-14,0,0.005172787780976962
42,platt_rho98,55000900131558,2020-09-18,2020-09-15,0,0.005025694316507012
42,platt_rho98,55000900131558,2020-09-19,2020-09-16,0,0.005102184593359205
42,platt_rho98,55000900131558,2020-09-20,2020-09-17,0,0.004938605182803091
42,platt_rho98,55000900131558,2020-09-21,2020-09-18,0,0.005149342799484313
42,platt_rho98,55000900131558,2020-09-22,2020-09-19,0,0.005473905734657225
42,platt_rho98,55000900131558,2020-09-23,2020-09-20,0,0.005565944142829404
42,platt_rho98,55000900131558,2020-09-24,2020-09-21,0,0.0052941078037037625
42,platt_rho98,55000900131558,2020-09-25,2020-09-22,0,0.005009348809206116
42,platt_rho98,55000900131558,2020-09-26,2020-09-23,0,0.005443402592178792
42,platt_rho98,55000900131558,2020-09-27,2020-09-24,0,0.00557797397425952
42,platt_rho98,55000900131558,2020-09-28,2020-09-25,0,0.006246948949774955
42,platt_rho98,55000900131558,2020-09-29,2020-09-26,0,0.006078688994636816
